Guideline Name,Name,Related Chemicals,Text,Implications,Lookup Key
"Annotation of CPIC Guideline for doxepin and CYP2C19, CYP2D6",Recommendation PA166297755,doxepin,"<p>Initiate therapy with recommended starting dose.</p>
<h4 id=""other-considerations"">Other Considerations</h4>
<p>Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose.</p>
",CYP2C19: n/a; CYP2D6: Normal metabolism of TCAs,CYP2D6=1.5; CYP2C19=No Result
"Annotation of CPIC Guideline for doxepin and CYP2C19, CYP2D6",Recommendation PA166297751,doxepin,"<p>Avoid doxepin use. If doxepin is warranted, consider a 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments.</p>
<h4 id=""other-considerations"">Other Considerations</h4>
<p>Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations
for conditions where lower initial doses are used, such as neuropathic pain. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose.</p>
",CYP2C19: Greatly reduced metabolism of tertiary amines compared to normal metabolizers; Decreased conversion of tertiary amines to secondary amines may affect response or side effects; CYP2D6: Normal metabolism of TCAs,CYP2D6=1.5; CYP2C19=Likely Poor Metabolizer
"Annotation of CPIC Guideline for doxepin and CYP2C19, CYP2D6",Recommendation PA166297817,doxepin,"<p>Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.</p>
<h4 id=""other-considerations"">Other Considerations</h4>
<p>Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations
for conditions where lower initial doses are used, such as neuropathic pain. Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate, or poor metabolism in combination with CYP2C19 ultrarapid, intermediate, or poor metabolism is strongly recommended</p>
",CYP2C19: Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects; CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure,CYP2D6=4.0; CYP2C19=Ultrarapid Metabolizer
"Annotation of CPIC Guideline for doxepin and CYP2C19, CYP2D6",Recommendation PA166297861,doxepin,"<p>Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.</p>
",CYP2C19: n/a; CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure,CYP2D6=3.0; CYP2C19=No Result
"Annotation of CPIC Guideline for doxepin and CYP2C19, CYP2D6",Recommendation PA166297764,doxepin,"<p>Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.</p>
<h4 id=""other-considerations"">Other Considerations</h4>
<p>Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain. Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended.</p>
",CYP2C19: Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects; CYP2D6: Greatly reduced metabolism of TCAs to less active compounds compared to normal metabolizers; Higher plasma concentrations of active drug will increase the probability of side effects,CYP2D6=0.0; CYP2C19=Ultrarapid Metabolizer
"Annotation of CPIC Guideline for doxepin and CYP2C19, CYP2D6",Recommendation PA166297777,doxepin,"<p>Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.</p>
<h4 id=""other-considerations"">Other Considerations</h4>
<p>Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended.</p>
",CYP2C19: Reduced metabolism of tertiary amines compared to normal metabolizers; CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure,CYP2D6=≥4.0; CYP2C19=Intermediate Metabolizer
"Annotation of CPIC Guideline for doxepin and CYP2C19, CYP2D6",Recommendation PA166297721,doxepin,"<p>Initiate therapy with recommended starting dose.</p>
<h4 id=""other-considerations"">Other Considerations</h4>
<p>Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose.</p>
",CYP2C19: Normal metabolism of tertiary amines; CYP2D6: Normal metabolism of TCAs,CYP2D6=1.75; CYP2C19=Normal Metabolizer
"Annotation of CPIC Guideline for doxepin and CYP2C19, CYP2D6",Recommendation PA166297734,doxepin,"<p>Consider alternative drug not metabolized by CYP2C19; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment.</p>
<h4 id=""other-considerations"">Other Considerations</h4>
<p>Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose.</p>
",CYP2C19: Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects; CYP2D6: Normal metabolism of TCAs,CYP2D6=2.25; CYP2C19=Rapid Metabolizer
"Annotation of CPIC Guideline for doxepin and CYP2C19, CYP2D6",Recommendation PA166297879,doxepin,"<p>Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.</p>
<h4 id=""other-considerations"">Other Considerations</h4>
<p>Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose.</p>
",CYP2C19: Greatly reduced metabolism of tertiary amines compared to normal metabolizers; Decreased conversion of tertiary amines to secondary amines may affect response or side effects; CYP2D6: n/a,CYP2D6=n/a; CYP2C19=Likely Poor Metabolizer
"Annotation of CPIC Guideline for doxepin and CYP2C19, CYP2D6",Recommendation PA166297831,doxepin,"<p>Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.</p>
",CYP2C19: n/a; CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure,CYP2D6=≥3.5; CYP2C19=Indeterminate
"Annotation of CPIC Guideline for doxepin and CYP2C19, CYP2D6",Recommendation PA166297747,doxepin,"<p>Initiate therapy with recommended starting dose.</p>
<h4 id=""other-considerations"">Other Considerations</h4>
<p>Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose.</p>
",CYP2C19: Reduced metabolism of tertiary amines compared to normal metabolizers; CYP2D6: Normal metabolism of TCAs,CYP2D6=1.75; CYP2C19=Likely Intermediate Metabolizer
"Annotation of CPIC Guideline for doxepin and CYP2C19, CYP2D6",Recommendation PA166297681,doxepin,"<p>Consider a 25% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments.</p>
<h4 id=""other-considerations"">Other Considerations</h4>
<p>Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose. Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain.</p>
",CYP2C19: Normal metabolism of tertiary amines; CYP2D6: Reduced metabolism of TCAs to less active compounds compared to normal metabolizers; Higher plasma concentrations of active drug will increase the probability of side effects,CYP2D6=0.5; CYP2C19=Normal Metabolizer
